bg_id,census_geo_id,statefp,countyfp,tractce,blkgrpce,latitude,longitude,population,num_hhs,hh_no_car,hh_car,flood,anthrax,global,bg,pod,GEOID_num
1015,1500000US420035617002,42,3,561700,2,40.411884,-79.979731,688,252,64,188,0,0,1,1015,5,420035617002
1016,1500000US420035619001,42,3,561900,1,40.473482,-79.89505,1210,360,121,239,0,0,1,1016,30,420035619001
1017,1500000US420035619002,42,3,561900,2,40.467039,-79.892763,1331,648,282,366,0,0,1,1017,30,420035619002
1018,1500000US420035620001,42,3,562000,1,40.451025,-79.950777,1258,873,374,499,0,0,1,1018,30,420035620001
1019,1500000US420035620002,42,3,562000,2,40.453293,-79.952795,916,623,258,365,0,0,1,1019,30,420035620002
1020,1500000US420035620003,42,3,562000,3,40.448721,-79.954538,586,316,194,122,0,0,1,1020,30,420035620003
1021,1500000US420035623001,42,3,562300,1,40.402704,-79.939634,214,132,83,49,0,0,1,1021,30,420035623001
1022,1500000US420035623002,42,3,562300,2,40.406937,-79.930887,1069,337,207,130,0,0,1,1022,30,420035623002
1023,1500000US420035623003,42,3,562300,3,40.406705,-79.937729,737,284,46,238,0,0,1,1023,5,420035623003
1024,1500000US420035623004,42,3,562300,4,40.406127,-79.941565,292,154,47,107,0,0,1,1024,5,420035623004
1025,1500000US420035623005,42,3,562300,5,40.414735,-79.937205,492,232,74,158,0,0,1,1025,30,420035623005
1026,1500000US420035623006,42,3,562300,6,40.409542,-79.942242,462,246,116,130,0,0,1,1026,5,420035623006
1027,1500000US420035624001,42,3,562400,1,40.408026,-79.999404,1350,560,43,517,0,0,1,1027,5,420035624001
1028,1500000US420035624002,42,3,562400,2,40.415084,-80.003303,320,175,34,141,0,0,1,1028,5,420035624002
1029,1500000US420035624003,42,3,562400,3,40.416586,-80.001695,203,143,15,128,0,0,1,1029,5,420035624003
1030,1500000US420035624004,42,3,562400,4,40.418596,-80.005447,220,122,72,50,0,0,1,1030,6,420035624004
1031,1500000US420035624005,42,3,562400,5,40.419681,-79.998794,442,227,91,136,0,0.8,1,1031,5,420035624005
1032,1500000US420035625001,42,3,562500,1,40.461664,-80.052433,178,65,0,65,0,0.3,1,1032,1,420035625001
1033,1500000US420035625002,42,3,562500,2,40.45607,-80.049138,213,131,11,120,0,0.3,1,1033,1,420035625002
1034,1500000US420035625003,42,3,562500,3,40.45508,-80.051552,808,357,130,227,0,0.3,1,1034,1,420035625003
1035,1500000US420035625004,42,3,562500,4,40.457435,-80.055728,1398,524,198,326,0,0.3,1,1035,1,420035625004
1036,1500000US420035626001,42,3,562600,1,40.438557,-80.034177,195,91,24,67,0,0.3,1,1036,1,420035626001
1037,1500000US420035626002,42,3,562600,2,40.441152,-80.040998,981,443,78,365,0,0.3,1,1037,1,420035626002
1038,1500000US420035626003,42,3,562600,3,40.447048,-80.039413,1004,340,75,265,0,0.3,1,1038,1,420035626003
1039,1500000US420035626004,42,3,562600,4,40.444341,-80.037193,430,196,28,168,0,0.3,1,1039,1,420035626004
1040,1500000US420035627001,42,3,562700,1,40.452309,-80.016572,566,288,29,259,0,0.8,1,1040,1,420035627001
1041,1500000US420035627002,42,3,562700,2,40.451668,-80.005171,1478,972,282,690,0,1,1,1041,1,420035627002
1042,1500000US420035628001,42,3,562800,1,40.416905,-80.073692,528,255,30,225,0,0,1,1042,6,420035628001
1043,1500000US420035628002,42,3,562800,2,40.42727,-80.064614,974,500,63,437,0,0.3,1,1043,6,420035628002
1044,1500000US420035629001,42,3,562900,1,40.406313,-79.946044,516,237,93,144,0,0,1,1044,30,420035629001
1045,1500000US420035629002,42,3,562900,2,40.38234,-79.935225,481,177,54,123,0,0,1,1045,5,420035629002
1046,1500000US420035629003,42,3,562900,3,40.417412,-79.942435,843,383,80,303,0,0,1,1046,5,420035629003
1047,1500000US420035630001,42,3,563000,1,40.448421,-80.077884,1147,468,9,459,0,0,1,1047,1,420035630001
1048,1500000US420035630002,42,3,563000,2,40.459052,-80.077741,655,320,27,293,0,0,1,1048,1,420035630002
1049,1500000US420035630003,42,3,563000,3,40.452318,-80.071968,743,335,0,335,0,0,1,1049,1,420035630003
1050,1500000US420035630004,42,3,563000,4,40.457811,-80.070768,568,219,40,179,0,0,1,1050,1,420035630004
1051,1500000US420035631001,42,3,563100,1,40.433924,-80.046217,912,396,18,378,0,0.3,1,1051,6,420035631001
1052,1500000US420035631002,42,3,563100,2,40.432145,-80.054003,2499,1177,68,1109,0,0.3,1,1052,6,420035631002
1053,1500000US420035631003,42,3,563100,3,40.430452,-80.036641,352,173,9,164,0,0.3,1,1053,6,420035631003
1054,1500000US420035632001,42,3,563200,1,40.44905,-79.999167,275,210,0,210,0,1,1,1054,1,420035632001
1055,1500000US420035632002,42,3,563200,2,40.4532,-79.999192,911,670,387,283,0,1,1,1055,1,420035632002
1056,1500000US420035632003,42,3,563200,3,40.456765,-79.998117,897,550,187,363,0,1,1,1056,1,420035632003
1057,1500000US420035633001,42,3,563300,1,40.568269,-80.12706,701,259,7,252,0,0,1,1057,33,420035633001
1058,1500000US420035633002,42,3,563300,2,40.554127,-80.155373,770,288,11,277,0,0,1,1058,33,420035633002
1059,1500000US420035638001,42,3,563800,1,40.517326,-80.085525,696,297,12,285,0,0,1,1059,1,420035638001
1060,1500000US420035638002,42,3,563800,2,40.532634,-80.14841,1826,946,179,767,0,0,1,1060,33,420035638002
1061,1500000US420035638003,42,3,563800,3,40.519387,-80.130764,209,80,4,76,0,0,1,1061,33,420035638003
1062,1500000US420035638004,42,3,563800,4,40.527154,-80.155901,83,32,6,26,0,0,1,1062,33,420035638004
1063,1500000US420035638005,42,3,563800,5,40.531827,-80.16818,576,198,4,194,0,0,1,1063,33,420035638005
1064,1500000US420035638006,42,3,563800,6,40.511757,-80.073228,343,131,3,128,0,0,1,1064,1,420035638006
1065,1500000US420035639001,42,3,563900,1,40.409927,-79.838324,735,363,43,320,0,0,1,1065,30,420035639001
1066,1500000US420035639002,42,3,563900,2,40.415333,-79.844937,1478,636,50,586,0,0,1,1066,30,420035639002
1067,1500000US420035639003,42,3,563900,3,40.419781,-79.84618,756,473,70,403,0,0,1,1067,20,420035639003
1068,1500000US420035639004,42,3,563900,4,40.426266,-79.847957,1093,456,20,436,0,0,1,1068,30,420035639004
1069,1500000US420035640001,42,3,564000,1,40.432271,-80.246608,3648,1496,60,1436,0,0,1,1069,44,420035640001
1070,1500000US420035640002,42,3,564000,2,40.391114,-80.213864,2357,868,0,868,0,0,1,1070,37,420035640002
1071,1500000US420035640003,42,3,564000,3,40.372616,-80.228748,447,171,9,162,0,0,1,1071,37,420035640003
1072,1500000US420035641001,42,3,564100,1,40.423313,-80.090431,436,185,3,182,0,0,1,1072,6,420035641001
1073,1500000US420035641002,42,3,564100,2,40.432895,-80.08654,454,182,0,182,0,0,1,1073,6,420035641002
1074,1500000US420035642001,42,3,564200,1,40.302906,-79.797578,406,158,3,155,0,0,1,1074,20,420035642001
1075,1500000US420035642002,42,3,564200,2,40.324686,-79.799243,802,434,11,423,0,0,1,1075,20,420035642002
1076,1500000US420035642003,42,3,564200,3,40.344149,-79.78946,916,421,8,413,0,0,1,1076,20,420035642003
1077,1500000US420035644001,42,3,564400,1,40.366183,-79.785794,682,401,31,370,0,0,1,1077,16,420035644001
1078,1500000US420035644002,42,3,564400,2,40.366905,-79.800746,1189,462,38,424,0,0,1,1078,20,420035644002
1079,1500000US420035644003,42,3,564400,3,40.370635,-79.808842,1253,537,25,512,0,0,1,1079,20,420035644003
1080,1500000US420035644004,42,3,564400,4,40.381752,-79.796338,1279,654,116,538,0,0,1,1080,16,420035644004
1081,1500000US420035644005,42,3,564400,5,40.37515,-79.810826,767,384,0,384,0,0,1,1081,16,420035644005
1082,1500000US420035644006,42,3,564400,6,40.392608,-79.786757,667,264,14,250,0,0,1,1082,16,420035644006
1083,1500000US420035644007,42,3,564400,7,40.382103,-79.768107,0,0,0,0,0,0,1,1083,18,420035644007
1084,1500000US420035645001,42,3,564500,1,40.280545,-79.916933,1588,655,27,628,0,0,1,1084,14,420035645001
1085,1500000US420035645002,42,3,564500,2,40.267608,-79.915744,884,379,9,370,0,0,1,1085,14,420035645002
1086,1500000US420035645003,42,3,564500,3,40.272054,-79.897299,501,162,17,145,0,0,1,1086,14,420035645003
1087,1500000US420039800001,42,3,980000,1,40.486855,-79.895745,540,0,0,0,1,0,1,1087,34,420039800001
1088,1500000US420039801001,42,3,980100,1,40.478773,-79.912785,13,13,0,13,0,0,1,1088,30,420039801001
1089,1500000US420039803001,42,3,980300,1,40.432567,-79.905693,0,0,0,0,0,0,1,1089,18,420039803001
1090,1500000US420039804001,42,3,980400,1,40.479101,-80.021588,0,0,0,0,0,0,1,1090,18,420039804001
1091,1500000US420039805001,42,3,980500,1,40.431029,-79.94717,9,9,0,9,0,0,1,1091,30,420039805001
1092,1500000US420039806001,42,3,980600,1,40.451323,-80.026486,11,8,4,4,0,0.5,1,1092,1,420039806001
1093,1500000US420039807001,42,3,980700,1,40.430952,-80.002896,4,4,0,4,0,1,1,1093,30,420039807001
1094,1500000US420039808001,42,3,980800,1,40.434137,-79.968395,0,0,0,0,0,0,1,1094,18,420039808001
1095,1500000US420039809001,42,3,980900,1,40.469135,-80.040265,1652,0,0,0,0,0.3,1,1095,1,420039809001
1096,1500000US420039810001,42,3,981000,1,40.474332,-79.946517,0,0,0,0,0,0,1,1096,18,420039810001
1097,1500000US420039811001,42,3,981100,1,40.443837,-79.90977,0,0,0,0,0,0,1,1097,18,420039811001
1098,1500000US420039812001,42,3,981200,1,40.446495,-80.011984,0,0,0,0,0,1,1,1098,18,420039812001
1099,1500000US420039818001,42,3,981800,1,40.477734,-79.894985,226,8,8,0,0,0,1,1099,30,420039818001
1100,1500000US420039822001,42,3,982200,1,40.444051,-79.95593,4619,11,3,8,0,0,1,1100,30,420039822001
